storm_id,storm_name,basin,storm_start,storm_end,inference_available,available_models,time,lat,lon,category,ibtracs_msw,vit_prediction.max,vit_prediction.p90,vit_prediction.mean,vit_prediction.core_mean,vit_prediction.rmw,vit_prediction.r64,unet_prediction.max,unet_prediction.p90,unet_prediction.mean,unet_prediction.core_mean,unet_prediction.rmw,unet_prediction.r64,unet_mlp_prediction.max,unet_mlp_prediction.category,unet_mlp_prediction.raw_unet_max_wind_ms,unet_mlp_prediction.correction_ms,geo_overlay.image,geo_overlay.bounds,geo_overlay.kind,geo_overlay.channel,geo_overlay.size,sar,sar_overlay,sar_dt_minutes,geo_overlay,sar.max,sar.p90,sar.mean,sar.core_mean,sar.rmw,sar_overlay.image,sar_overlay.bounds,sar_overlay.min,sar_overlay.max,unet_prediction,unet_mlp_prediction
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T01:30:19Z,21.75,-56.902,1,32.157,27.0,18.98,13.759,17.899,15.0,,27.872,15.932,10.626,18.988,0.0,,44.182,2,39.297,4.884,geo/AL082025_geo_810b91ecef3f3eba.webp,"[[20.036,-58.617],[23.465,-55.188]]",Geostationary,CMI_C15,256,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T01:50:19Z,21.761,-56.9,1,32.443,30.345,19.027,13.766,18.081,5.0,,27.983,15.891,10.631,19.031,0.0,,43.851,2,38.972,4.878,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T02:10:19Z,21.772,-56.899,1,32.729,27.715,17.575,12.874,16.924,15.0,,28.4,15.823,10.639,19.081,0.0,,43.357,2,38.468,4.889,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T02:30:19Z,21.784,-56.898,1,33.015,28.508,17.023,12.545,16.534,5.0,,28.304,15.785,10.648,19.111,0.0,,43.82,2,38.959,4.861,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T02:50:19Z,21.795,-56.899,1,33.301,24.751,15.357,11.377,14.703,25.0,,27.967,15.734,10.658,19.189,0.0,,43.141,2,38.225,4.916,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T03:10:19Z,21.806,-56.902,1,33.586,26.99,14.738,10.887,14.53,25.0,,33.634,17.943,11.828,22.2,3.018,,46.878,2,41.959,4.919,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T03:30:19Z,21.817,-56.906,1,33.872,30.576,15.998,11.787,15.811,35.0,,33.145,17.882,11.822,22.224,0.0,,45.184,2,40.268,4.915,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T03:50:19Z,21.828,-56.913,1,34.158,30.336,15.719,11.386,15.801,15.0,,33.034,17.906,11.811,22.213,0.0,,45.813,2,40.895,4.917,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T04:10:19Z,21.839,-56.922,1,34.444,29.832,15.937,11.367,15.631,25.0,,32.064,18.07,11.806,22.336,0.0,,45.653,2,40.733,4.92,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T04:30:19Z,21.85,-56.932,1,34.73,29.409,17.081,12.26,16.865,15.0,,31.491,18.171,11.795,22.37,0.0,,47.248,2,42.328,4.92,geo/AL082025_geo_5a980ea2a91add52.webp,"[[20.135,-58.647],[23.564,-55.218]]",Geostationary,CMI_C15,256,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T04:50:19Z,21.861,-56.944,1,35.015,32.958,20.702,14.587,19.988,15.0,,31.103,18.381,11.801,22.384,0.0,,46.96,2,42.042,4.917,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T05:10:19Z,21.872,-56.958,1,35.301,34.941,20.819,14.511,20.442,15.0,,30.664,18.414,11.8,22.294,0.0,,47.258,2,42.34,4.919,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T05:30:19Z,21.883,-56.974,1,35.587,33.646,21.405,14.649,21.133,15.0,,30.788,18.394,11.824,22.334,3.018,,48.966,2,44.047,4.919,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T05:50:19Z,21.895,-56.991,1,35.873,32.621,20.254,13.753,20.257,15.0,,31.271,18.329,11.839,22.328,3.018,,49.559,3,44.638,4.921,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T06:10:19Z,21.906,-57.01,1,36.159,37.147,24.216,15.434,23.799,25.0,,31.764,18.317,11.86,22.377,12.072,,50.767,3,45.846,4.921,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T06:30:19Z,21.917,-57.03,1,36.444,36.814,27.735,17.741,26.971,25.0,37.327,32.188,18.432,11.894,22.561,18.108,,50.42,3,45.503,4.918,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T06:50:19Z,21.928,-57.051,1,36.73,37.393,28.342,18.127,27.459,35.0,40.197,32.605,18.595,11.909,22.701,3.018,,50.051,3,45.131,4.919,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T07:10:19Z,21.94,-57.073,1,37.016,40.107,27.76,18.257,27.129,35.0,43.067,32.599,18.601,11.897,22.685,0.0,,43.99,2,39.086,4.904,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T07:30:19Z,21.951,-57.095,1,37.302,38.273,25.811,16.455,25.232,35.0,,34.293,18.563,11.895,22.857,3.018,,46.97,2,42.045,4.925,geo/AL082025_geo_f080941e6c32903f.webp,"[[20.236,-58.81],[23.665,-55.381]]",Geostationary,CMI_C15,256,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T07:50:19Z,21.962,-57.118,1,37.588,38.277,26.135,16.815,25.699,25.0,,32.944,18.538,11.862,22.609,0.0,,52.792,3,47.865,4.927,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T08:10:19Z,21.973,-57.142,1,37.873,38.421,27.883,17.761,27.138,35.0,37.32,32.224,18.498,11.834,22.381,0.0,,48.248,2,43.329,4.919,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T08:30:19Z,21.984,-57.165,1,38.159,37.456,28.059,17.424,27.157,35.0,40.189,31.687,18.528,11.824,22.326,3.018,,48.073,2,43.152,4.92,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T08:50:19Z,21.995,-57.189,1,38.445,37.849,25.601,16.383,25.035,35.0,,32.161,18.509,11.811,22.307,3.018,,43.667,2,38.748,4.92,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T09:10:19Z,22.005,-57.212,1,38.731,39.694,26.954,16.524,26.128,35.0,,34.103,18.889,12.101,23.539,9.054,,55.311,3,50.392,4.919,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T09:30:19Z,22.016,-57.235,1,39.017,36.799,24.106,15.616,23.802,35.0,,33.976,18.938,12.078,23.472,3.018,,51.482,3,46.563,4.919,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T09:50:19Z,22.027,-57.257,1,39.302,31.597,19.939,13.507,19.884,35.0,,34.514,19.105,12.16,24.142,18.108,,50.91,3,45.989,4.921,,,,,,,,-0.267,,23.05,15.762,12.548,15.191,25.0,sar/AL082025_geo_e74149df2d86345d.png,"[[20.312,-58.972],[23.741,-55.543]]",6.142,23.05,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T10:10:19Z,22.037,-57.279,1,39.588,33.618,20.63,14.357,20.42,35.0,,34.745,19.061,12.16,24.348,30.18,,51.09,3,46.171,4.919,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T10:30:19Z,22.048,-57.301,1,39.874,38.806,22.02,14.552,21.813,25.0,,35.083,19.068,12.142,24.388,27.162,,49.861,3,44.944,4.917,geo/AL082025_geo_7370edfab6551a0a.webp,"[[20.333,-59.016],[23.762,-55.587]]",Geostationary,CMI_C15,256,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T10:50:19Z,22.059,-57.323,1,40.16,40.914,26.542,16.44,26.159,25.0,34.438,35.031,19.018,12.111,24.325,30.18,,51.559,3,46.643,4.916,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T11:10:19Z,22.07,-57.345,1,40.446,39.41,24.145,15.27,23.911,25.0,31.567,33.987,18.928,12.054,24.047,30.18,,51.77,3,46.854,4.916,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T11:30:19Z,22.082,-57.367,1,40.731,38.15,25.778,16.312,24.752,25.0,,34.369,18.872,12.043,24.209,24.144,,52.049,3,47.131,4.918,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T11:50:19Z,22.094,-57.389,1,41.017,37.668,25.298,15.83,24.429,35.0,,34.654,18.948,12.034,24.237,30.18,,48.196,2,43.277,4.919,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T12:10:19Z,22.107,-57.412,1,41.392,34.12,23.693,15.259,22.048,35.0,,34.807,19.012,12.033,24.257,27.162,,47.764,2,42.847,4.918,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T12:30:19Z,22.12,-57.434,1,41.849,31.899,20.749,14.463,20.177,35.0,,34.407,19.073,12.029,24.186,30.18,,45.065,2,40.143,4.922,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T12:50:19Z,22.133,-57.457,1,42.306,32.47,22.792,15.354,21.383,5.0,,33.514,19.042,12.005,23.905,30.18,,44.481,2,39.558,4.923,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T13:10:19Z,22.146,-57.479,1,42.763,38.473,24.589,16.244,24.2,5.0,28.689,32.712,18.98,11.977,23.66,30.18,,44.155,2,39.235,4.92,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T13:30:19Z,22.159,-57.502,2,43.221,39.539,27.669,18.169,27.176,25.0,43.032,32.254,18.967,11.964,23.54,30.18,,45.586,2,40.658,4.928,geo/AL082025_geo_e223937ed20e4906.webp,"[[20.444,-59.216],[23.873,-55.787]]",Geostationary,CMI_C15,256,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T13:50:19Z,22.171,-57.524,2,43.678,37.21,27.097,18.043,26.918,25.0,40.161,31.991,18.96,11.954,23.406,27.162,,45.054,2,40.126,4.929,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T14:10:19Z,22.181,-57.547,2,44.135,34.416,22.806,15.851,23.016,35.0,,32.653,18.964,11.957,23.421,24.144,,43.872,2,38.944,4.927,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T14:30:19Z,22.19,-57.568,2,44.593,35.723,25.713,17.493,25.384,35.0,,32.375,18.992,11.964,23.448,24.144,,41.091,1,36.169,4.922,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T14:50:19Z,22.197,-57.59,2,45.05,37.787,24.981,16.597,24.74,35.0,34.421,33.025,19.003,11.972,23.514,24.144,,42.322,1,37.401,4.922,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T15:10:19Z,22.202,-57.611,2,45.478,35.745,25.504,17.022,25.094,35.0,,39.43,19.944,13.152,25.589,24.144,39.234,52.152,3,47.225,4.927,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T15:30:19Z,22.205,-57.631,2,45.878,38.09,28.027,18.276,27.06,35.0,37.288,39.063,19.916,13.152,25.545,24.144,36.216,48.529,2,43.603,4.926,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T15:50:19Z,22.206,-57.652,2,46.278,41.653,29.892,18.834,28.765,25.0,48.761,38.032,19.89,13.151,25.434,24.144,36.216,47.148,2,42.224,4.925,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T16:10:19Z,22.206,-57.672,2,46.678,39.03,29.127,19.087,28.143,25.0,37.288,35.994,19.843,13.134,25.08,24.144,33.198,43.341,2,38.419,4.922,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T16:30:19Z,22.205,-57.693,2,47.078,37.38,29.537,19.512,28.638,25.0,37.288,34.842,19.827,13.108,24.702,30.18,,45.194,2,40.268,4.927,geo/AL082025_geo_d4161178b6ed3a5d.webp,"[[20.491,-59.408],[23.92,-55.979]]",Geostationary,CMI_C15,256,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T16:50:19Z,22.204,-57.715,2,47.478,37.226,28.927,19.115,28.106,25.0,37.288,34.781,19.849,13.11,24.727,30.18,,47.84,2,42.915,4.924,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T17:10:19Z,22.202,-57.738,2,47.878,38.584,29.194,18.646,28.084,25.0,43.025,36.358,19.799,13.129,25.06,24.144,27.162,49.777,3,44.848,4.93,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T17:30:19Z,22.201,-57.762,2,48.278,42.496,27.806,17.872,27.418,25.0,43.025,37.074,19.663,13.146,25.344,24.144,36.216,49.69,3,44.763,4.927,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T17:50:19Z,22.2,-57.787,2,48.679,40.606,30.156,19.876,29.27,25.0,45.894,38.227,19.527,13.164,25.613,24.144,39.234,49.251,2,44.327,4.924,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T18:10:19Z,22.2,-57.814,2,49.167,41.61,26.499,18.361,26.753,25.0,40.157,37.847,19.457,13.179,25.836,18.108,39.234,50.056,3,45.132,4.924,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T18:30:19Z,22.202,-57.843,2,49.739,43.004,24.712,16.637,25.24,25.0,40.157,38.73,19.471,13.19,25.905,24.144,39.234,53.134,3,48.208,4.926,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T18:50:19Z,22.204,-57.874,2,50.31,39.83,23.896,15.767,24.224,25.0,37.288,39.482,19.488,13.198,25.951,24.144,39.234,56.431,3,51.51,4.921,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T19:10:19Z,22.206,-57.907,2,50.882,39.361,25.161,16.053,24.681,25.0,37.288,39.058,19.454,13.198,25.936,15.09,39.234,56.421,3,51.504,4.917,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T19:30:19Z,22.207,-57.94,3,51.454,39.907,24.313,16.196,24.122,25.0,34.419,39.241,19.367,13.194,25.978,18.108,39.234,59.948,4,55.031,4.917,geo/AL082025_geo_91cd14912bffc50f.webp,"[[20.493,-59.655],[23.922,-56.226]]",Geostationary,CMI_C15,256,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T19:50:19Z,22.208,-57.975,3,52.025,38.088,22.465,14.883,22.188,25.0,28.683,40.182,19.263,13.167,25.972,18.108,39.234,60.782,4,55.865,4.917,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T20:10:19Z,22.208,-58.01,3,52.597,38.338,21.864,14.398,21.329,25.0,22.946,40.703,19.138,13.126,25.881,18.108,39.234,60.1,4,55.184,4.916,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T20:30:19Z,22.206,-58.046,3,53.168,40.902,24.158,15.303,23.328,25.0,34.419,41.48,19.093,13.113,26.048,15.09,42.252,61.062,4,56.148,4.914,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T20:50:19Z,22.203,-58.082,3,53.74,46.294,28.634,16.595,27.212,25.0,48.762,41.397,19.046,13.1,26.185,18.108,42.252,64.065,4,59.149,4.917,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T21:10:19Z,22.196,-58.119,3,54.312,46.726,29.62,17.893,28.988,25.0,51.631,44.572,20.637,14.057,27.341,21.126,45.27,63.2,4,58.28,4.92,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T21:30:19Z,22.188,-58.155,3,54.883,42.407,25.82,16.392,25.54,25.0,40.159,45.179,20.61,14.028,27.16,21.126,42.252,63.907,4,58.984,4.922,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T21:50:19Z,22.177,-58.192,3,55.455,43.01,25.427,15.599,25.118,25.0,40.16,45.251,20.541,13.987,26.783,18.108,39.234,62.607,4,57.683,4.924,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T22:10:19Z,22.165,-58.227,3,56.026,43.22,25.089,14.952,24.82,25.0,40.162,44.741,20.503,13.956,26.577,21.126,39.234,66.555,4,61.634,4.921,,,,,,,,4.133,,51.46,26.936,18.583,24.277,25.0,sar/AL082025_geo_7cda39231c534270.png,"[[20.451,-59.942],[23.88,-56.513]]",9.479,51.46,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T22:30:19Z,22.153,-58.262,4,56.598,43.886,26.161,16.015,25.99,25.0,43.033,43.825,20.51,13.927,26.343,18.108,39.234,61.349,4,56.425,4.924,geo/AL082025_geo_5253493d10858438.webp,"[[20.438,-59.977],[23.867,-56.548]]",Geostationary,CMI_C15,256,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T22:50:19Z,22.14,-58.296,4,57.17,44.741,25.325,15.702,25.804,25.0,43.035,42.76,20.641,13.912,26.337,21.126,39.234,59.338,4,54.415,4.923,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T23:10:19Z,22.127,-58.328,4,57.741,44.199,25.044,16.096,25.761,25.0,45.906,42.481,20.675,13.905,26.359,21.126,39.234,61.331,4,56.409,4.922,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T23:30:19Z,22.115,-58.358,4,58.313,44.626,25.749,17.015,26.336,25.0,43.039,41.734,20.703,13.9,26.258,21.126,39.234,60.027,4,55.105,4.922,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-26T23:50:19Z,22.104,-58.387,4,58.884,40.39,23.898,15.69,24.406,25.0,37.302,41.819,20.601,13.879,25.943,18.108,36.216,62.563,4,57.64,4.922,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-27T00:10:19Z,22.096,-58.413,4,59.309,38.951,21.305,14.08,21.781,25.0,28.695,40.348,20.415,13.845,25.694,18.108,36.216,62.102,4,57.178,4.924,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-27T00:30:19Z,22.089,-58.437,4,59.594,42.532,22.195,14.336,22.804,15.0,34.434,37.7,20.198,13.765,24.916,0.0,30.18,60.154,4,55.228,4.926,,,,,,,,,,,,,,,,,,,,
AL082025,HUMBERTO,North Atlantic,2025-09-26T01:30:19Z,2025-10-01T10:20:20Z,True,"[""vit"",""unet"",""unet_mlp""]",2025-09-27T00:50:19Z,22.085,-58.46,4,59.88,43.268,21.941,13.682,22.685,15.0,34.435,37.865,20.122,13.754,25.126,18.108,33.198,60.295,4,55.369,4.926,,,,,,,,,,,,,,,,,,,,
