observation_id,storm_id,storm_name,source_split,observation_timestamp,sensor,input_path,center_lat,center_lon,target_ms,target_category,ri_24h_change_ms,is_rapid_intensification,ibtracs_lower_fix_timestamp,ibtracs_upper_fix_timestamp,target_eye_size_km,target_rmw_km,target_r34_km,target_r50_km,target_r64_km,inference_valid,inference_issue,unet_raw_max_ms,unet_raw_category,unet_correction_ms,unet_correction_delta_ms,unet_correction_category,joint_unet_mlp_ms,joint_unet_mlp_category,correction_image_radii_max_wind_ms,correction_image_radii_eye_size_km,correction_image_radii_rmw_km,correction_image_radii_r34_km,correction_image_radii_r50_km,correction_image_radii_r64_km,correction_image_radii_image_rmw_km,correction_image_radii_image_r34_km,correction_image_radii_image_r50_km,correction_image_radii_image_r64_km,correction_mlp_radii_max_wind_ms,correction_mlp_radii_eye_size_km,correction_mlp_radii_rmw_km,correction_mlp_radii_r34_km,correction_mlp_radii_r50_km,correction_mlp_radii_r64_km,correction_mlp_radii_image_rmw_km,correction_mlp_radii_image_r34_km,correction_mlp_radii_image_r50_km,correction_mlp_radii_image_r64_km,latent_sar_era5_max_wind_max_wind_ms,latent_sar_era5_max_wind_eye_size_km,latent_sar_era5_max_wind_rmw_km,latent_sar_era5_max_wind_r34_km,latent_sar_era5_max_wind_r50_km,latent_sar_era5_max_wind_r64_km,latent_sar_era5_max_wind_image_rmw_km,latent_sar_era5_max_wind_image_r34_km,latent_sar_era5_max_wind_image_r50_km,latent_sar_era5_max_wind_image_r64_km,latent_sar_era5_max_wind_radii_max_wind_ms,latent_sar_era5_max_wind_radii_eye_size_km,latent_sar_era5_max_wind_radii_rmw_km,latent_sar_era5_max_wind_radii_r34_km,latent_sar_era5_max_wind_radii_r50_km,latent_sar_era5_max_wind_radii_r64_km,latent_sar_era5_max_wind_radii_image_rmw_km,latent_sar_era5_max_wind_radii_image_r34_km,latent_sar_era5_max_wind_radii_image_r50_km,latent_sar_era5_max_wind_radii_image_r64_km,latent_no_sar_era5_max_wind_max_wind_ms,latent_no_sar_era5_max_wind_eye_size_km,latent_no_sar_era5_max_wind_rmw_km,latent_no_sar_era5_max_wind_r34_km,latent_no_sar_era5_max_wind_r50_km,latent_no_sar_era5_max_wind_r64_km,latent_no_sar_era5_max_wind_image_rmw_km,latent_no_sar_era5_max_wind_image_r34_km,latent_no_sar_era5_max_wind_image_r50_km,latent_no_sar_era5_max_wind_image_r64_km,latent_no_sar_era5_max_wind_radii_max_wind_ms,latent_no_sar_era5_max_wind_radii_eye_size_km,latent_no_sar_era5_max_wind_radii_rmw_km,latent_no_sar_era5_max_wind_radii_r34_km,latent_no_sar_era5_max_wind_radii_r50_km,latent_no_sar_era5_max_wind_radii_r64_km,latent_no_sar_era5_max_wind_radii_image_rmw_km,latent_no_sar_era5_max_wind_radii_image_r34_km,latent_no_sar_era5_max_wind_radii_image_r50_km,latent_no_sar_era5_max_wind_radii_image_r64_km,era5_max_wind_ms,era5_valid_timestamp
AL082025:geo:a188a152ee89a22d,AL082025,Humberto,val,2025-09-24 13:40:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250924134019_AL082025_[+19.353deg_-53.816deg]_512_patch.nc,19.34296335206765,-53.80553874980272,18.00554,0,,False,2025-09-24T12:00:00+00:00,2025-09-24T15:00:00+00:00,,105.95926481481482,78.57370552544917,,,True,,21.99529457092285,0.0,21.63946914672852,-0.355825275182724,0.0,23.467334747314453,0.0,21.775697708129883,,,,,,55.0,27.317341879694474,0.0,0.0,21.2440185546875,4.045988082885742,29.613529205322266,109.23342895507812,58.7836799621582,36.21556854248047,55.0,27.317341879694474,0.0,0.0,19.24066925048828,,,,,,5.0,0.0,0.0,0.0,20.556066513061523,4.038009166717529,46.46182632446289,97.87612915039062,42.92862701416016,31.63822555541992,5.0,0.0,0.0,0.0,24.5579776763916,,,,,,,,,,20.30364227294922,4.023865699768066,41.3864860534668,83.20257568359375,36.94416046142578,27.55954360961914,,,,,14.354845348653454,2025-09-24T12:00:00+00:00
AL082025:geo:8e7279bb97e25229,AL082025,Humberto,val,2025-09-24 13:50:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250924135019_AL082025_[+19.374deg_-53.840deg]_512_patch.nc,19.36413247646911,-53.828614359761815,18.00554,0,,False,2025-09-24T12:00:00+00:00,2025-09-24T15:00:00+00:00,,105.44482037037038,78.57370552544917,,,True,,21.34286880493164,0.0,20.975236892700195,-0.3676326870918274,0.0,23.6762809753418,0.0,21.123210906982425,,,,,,55.0,26.918133917670502,0.0,0.0,20.58736038208008,4.046163082122803,29.782054901123047,109.93140411376952,59.14751434326172,36.42931365966797,55.0,26.918133917670502,0.0,0.0,19.228626251220703,,,,,,5.0,0.0,0.0,0.0,20.625274658203125,4.037962436676025,46.40359115600586,98.05240631103516,43.030418395996094,31.678340911865234,5.0,0.0,0.0,0.0,24.333415985107425,,,,,,,,,,20.476043701171875,4.023751735687256,41.0498046875,83.06034088134766,36.93209838867188,27.48390007019043,,,,,14.354845348653454,2025-09-24T12:00:00+00:00
AL082025:geo:ae412b16fa67e114,AL082025,Humberto,val,2025-09-24 14:00:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250924140019_AL082025_[+19.395deg_-53.863deg]_512_patch.nc,19.384837834278105,-53.85210035584868,18.00554,0,,False,2025-09-24T12:00:00+00:00,2025-09-24T15:00:00+00:00,,104.93037592592592,78.57370552544917,,,True,,21.49560165405273,0.0,21.115568161010746,-0.3800328075885772,0.0,24.127857208251957,0.0,21.2758846282959,,,,,,65.0,26.461598907100534,0.0,0.0,20.735820770263672,4.0463385581970215,29.952119827270508,110.63578033447266,59.5146713256836,36.64500427246094,65.0,26.461598907100534,0.0,0.0,19.2675724029541,,,,,,5.0,0.0,0.0,0.0,20.68296241760254,4.037949562072754,46.40837478637695,98.35928344726562,43.18589782714844,31.75934219360352,5.0,10.774881156248227,0.0,0.0,23.82821655273437,,,,,,,,,,20.405235290527344,4.023829460144043,41.38766098022461,83.70635223388672,37.199684143066406,27.69031143188477,,,,,14.354845348653454,2025-09-24T12:00:00+00:00
AL082025:geo:fdc9e5d9962be10a,AL082025,Humberto,val,2025-09-24 14:10:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250924141019_AL082025_[+19.415deg_-53.887deg]_512_patch.nc,19.40510168686039,-53.875982137132524,18.00554,0,,False,2025-09-24T12:00:00+00:00,2025-09-24T15:00:00+00:00,,104.41593148148148,78.57370552544917,,,True,,21.85000991821289,0.0,21.45824432373047,-0.3917662501335144,0.0,24.57334518432617,0.0,21.630250930786133,,,,,,65.0,25.151925171526702,0.0,0.0,21.087257385253903,4.046457767486572,30.070749282836918,111.12715911865234,59.77082061767578,36.79548263549805,65.0,25.151925171526702,0.0,0.0,19.299705505371094,,,,,,5.0,0.0,0.0,0.0,20.755651473999023,4.037972450256348,46.49875259399414,98.99837493896484,43.493446350097656,31.93630599975586,5.0,18.221782417517883,0.0,0.0,23.61843490600586,,,,,,,,,,19.921127319335938,4.024170398712158,43.311790466308594,86.96764373779297,38.511112213134766,28.753986358642575,,,,,14.354845348653454,2025-09-24T12:00:00+00:00
AL082025:geo:e2abae5c4455da1f,AL082025,Humberto,val,2025-09-24 14:20:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250924142019_AL082025_[+19.434deg_-53.912deg]_512_patch.nc,19.424946295581755,-53.90024510268263,18.00554,0,,False,2025-09-24T12:00:00+00:00,2025-09-24T15:00:00+00:00,,103.90148703703704,78.57370552544917,,,True,,22.2149658203125,0.0,21.814271926879883,-0.4006935358047485,0.0,24.75348472595215,0.0,21.995180130004883,,,,,,65.0,23.31122844604167,0.0,0.0,21.450584411621094,4.046520709991455,30.13617515563965,111.39815521240234,59.91210174560547,36.87847900390625,65.0,23.31122844604167,0.0,0.0,19.33164405822754,,,,,,15.0,0.0,0.0,0.0,20.834362030029297,4.037909984588623,46.42956161499024,99.19092559814452,43.605613708496094,31.979610443115234,5.0,23.52238963611889,0.0,0.0,23.48262596130371,,,,,,,,,,19.46949005126953,4.024422645568848,44.672149658203125,88.73468017578125,39.16503143310547,29.36680221557617,,,,,14.354845348653454,2025-09-24T12:00:00+00:00
AL082025:geo:97ee1902f0741acb,AL082025,Humberto,val,2025-09-24 14:30:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250924143019_AL082025_[+19.453deg_-53.937deg]_512_patch.nc,19.44439392180797,-53.924874651568246,18.00554,0,,False,2025-09-24T12:00:00+00:00,2025-09-24T15:00:00+00:00,,103.3870425925926,78.57370552544917,,,True,,22.52610969543457,0.0,22.11855697631836,-0.4075522720813751,0.0,24.85067367553711,0.0,22.306283950805664,,,,,,65.0,21.313136109727264,0.0,0.0,21.76081085205078,4.046554565429688,30.17340087890625,111.5523452758789,59.99249267578125,36.92571258544922,65.0,21.313136109727264,0.0,0.0,19.37256622314453,,,,,,25.0,0.0,0.0,0.0,20.934932708740234,4.037923812866211,46.51105117797852,99.94541931152344,43.97397994995117,32.185874938964844,5.0,28.35803901094101,0.0,0.0,23.20308303833008,,,,,,,,,,19.54735374450684,4.024425506591797,44.86664581298828,89.6973876953125,39.623416900634766,29.64507484436035,,,,,14.354845348653454,2025-09-24T12:00:00+00:00
AL082025:geo:82399f416d6e9b63,AL082025,Humberto,val,2025-09-24 14:40:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250924144019_AL082025_[+19.472deg_-53.962deg]_512_patch.nc,19.463466826904806,-53.94985618285864,18.00554,0,,False,2025-09-24T12:00:00+00:00,2025-09-24T15:00:00+00:00,,102.87259814814816,78.57370552544917,,,True,,22.742450714111328,0.0,22.32870483398437,-0.4137459695339203,0.0,24.8605899810791,0.0,22.522573471069336,,,,,,65.0,19.52836573606632,0.0,0.0,21.977998733520508,4.04651403427124,30.140533447265625,111.4162368774414,59.92156219482422,36.88404083251953,65.0,19.52836573606632,0.0,0.0,19.407684326171875,,,,,,25.0,0.0,0.0,0.0,21.03038787841797,4.037928104400635,46.569801330566406,100.60710144042967,44.29963684082031,32.365577697753906,5.0,32.48028785583229,0.0,0.0,23.13992691040039,,,,,,,,,,19.823999404907227,4.0243096351623535,44.42147445678711,89.764404296875,39.74201202392578,29.61909294128418,,,,,14.354845348653454,2025-09-24T12:00:00+00:00
AL082025:geo:e2df0da7f4c8673c,AL082025,Humberto,val,2025-09-24 14:50:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250924145019_AL082025_[+19.491deg_-53.987deg]_512_patch.nc,19.48218727223804,-53.975175095623,18.00554,0,,False,2025-09-24T12:00:00+00:00,2025-09-24T15:00:00+00:00,,102.3581537037037,78.57370552544917,,,True,,22.84137344360352,0.0,22.42187118530273,-0.4195023775100708,0.0,24.616609573364254,0.0,22.621442794799805,,,,,,65.0,19.7329793764315,0.0,0.0,22.07872009277344,4.04643440246582,30.06991004943848,111.12374114990234,59.76911544799805,36.79448699951172,65.0,19.7329793764315,0.0,0.0,19.36167907714844,,,,,,25.0,0.0,0.0,0.0,21.080808639526367,4.038028240203857,46.80203628540039,101.5610580444336,44.73918533325195,32.640079498291016,5.0,35.418555358536324,0.0,0.0,23.13361930847168,,,,,,,,,,20.0018367767334,4.02427864074707,44.39572525024414,90.57366180419922,40.1614875793457,29.83133888244629,,,,,14.354845348653454,2025-09-24T12:00:00+00:00
AL082025:geo:7e38e21960438121,AL082025,Humberto,val,2025-09-24 15:00:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250924150019_AL082025_[+19.509deg_-54.013deg]_512_patch.nc,19.50057751917343,-54.00081678893062,18.00554,0,,False,2025-09-24T15:00:00+00:00,2025-09-24T18:00:00+00:00,,101.84370925925928,78.57370552544917,,,True,,24.538753509521484,0.0,24.00246810913086,-0.536285400390625,0.0,25.554582595825195,0.0,24.31927299499512,,,,,,55.0,21.561817151432123,0.0,0.0,23.970129013061523,4.038523197174072,22.342369079589844,79.11552429199219,43.08515167236328,26.99292755126953,55.0,21.561817151432123,0.0,0.0,19.793441772460938,,,,,,35.0,0.0,0.0,0.0,20.58550262451172,4.040910243988037,52.40524291992188,115.90729522705078,50.92477416992188,36.99256134033203,5.0,57.73382336857451,0.0,0.0,24.23303985595703,,,,,,,,,,20.92213249206543,4.023923397064209,43.88334274291992,93.65386199951172,41.8343505859375,30.59674072265625,,,,,13.352999585055835,2025-09-24T18:00:00+00:00
AL082025:geo:aaf8fb67c90c820f,AL082025,Humberto,val,2025-09-24 15:10:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250924151019_AL082025_[+19.527deg_-54.039deg]_512_patch.nc,19.518659829076764,-54.02676666185076,18.00554,0,,False,2025-09-24T15:00:00+00:00,2025-09-24T18:00:00+00:00,,101.32926481481482,78.57370552544917,,,True,,25.018993377685547,0.0,24.48440933227539,-0.5345841646194458,0.0,25.41048240661621,0.0,24.79948234558105,,,,,,55.0,22.297622545761776,0.0,0.0,24.444215774536133,4.0387773513793945,22.58792304992676,80.1324691772461,43.61528015136719,27.304412841796875,55.0,22.297622545761776,0.0,0.0,19.76616668701172,,,,,,35.0,0.0,0.0,0.0,20.60338592529297,4.040985107421875,52.56806945800781,116.49298858642578,51.19080352783203,37.16393280029297,5.0,57.73161369287554,0.0,0.0,24.29825592041016,,,,,,,,,,21.05850982666016,4.023850440979004,43.40133285522461,92.9122543334961,41.54451751708984,30.35065078735352,,,,,13.352999585055835,2025-09-24T18:00:00+00:00
