observation_id,storm_id,storm_name,source_split,observation_timestamp,sensor,input_path,center_lat,center_lon,target_ms,target_category,ri_24h_change_ms,is_rapid_intensification,ibtracs_lower_fix_timestamp,ibtracs_upper_fix_timestamp,target_eye_size_km,target_rmw_km,target_r34_km,target_r50_km,target_r64_km,inference_valid,inference_issue,unet_raw_max_ms,unet_raw_category,unet_correction_ms,unet_correction_delta_ms,unet_correction_category,joint_unet_mlp_ms,joint_unet_mlp_category,correction_image_radii_max_wind_ms,correction_image_radii_eye_size_km,correction_image_radii_rmw_km,correction_image_radii_r34_km,correction_image_radii_r50_km,correction_image_radii_r64_km,correction_image_radii_image_rmw_km,correction_image_radii_image_r34_km,correction_image_radii_image_r50_km,correction_image_radii_image_r64_km,correction_mlp_radii_max_wind_ms,correction_mlp_radii_eye_size_km,correction_mlp_radii_rmw_km,correction_mlp_radii_r34_km,correction_mlp_radii_r50_km,correction_mlp_radii_r64_km,correction_mlp_radii_image_rmw_km,correction_mlp_radii_image_r34_km,correction_mlp_radii_image_r50_km,correction_mlp_radii_image_r64_km,latent_sar_era5_max_wind_max_wind_ms,latent_sar_era5_max_wind_eye_size_km,latent_sar_era5_max_wind_rmw_km,latent_sar_era5_max_wind_r34_km,latent_sar_era5_max_wind_r50_km,latent_sar_era5_max_wind_r64_km,latent_sar_era5_max_wind_image_rmw_km,latent_sar_era5_max_wind_image_r34_km,latent_sar_era5_max_wind_image_r50_km,latent_sar_era5_max_wind_image_r64_km,latent_sar_era5_max_wind_radii_max_wind_ms,latent_sar_era5_max_wind_radii_eye_size_km,latent_sar_era5_max_wind_radii_rmw_km,latent_sar_era5_max_wind_radii_r34_km,latent_sar_era5_max_wind_radii_r50_km,latent_sar_era5_max_wind_radii_r64_km,latent_sar_era5_max_wind_radii_image_rmw_km,latent_sar_era5_max_wind_radii_image_r34_km,latent_sar_era5_max_wind_radii_image_r50_km,latent_sar_era5_max_wind_radii_image_r64_km,latent_no_sar_era5_max_wind_max_wind_ms,latent_no_sar_era5_max_wind_eye_size_km,latent_no_sar_era5_max_wind_rmw_km,latent_no_sar_era5_max_wind_r34_km,latent_no_sar_era5_max_wind_r50_km,latent_no_sar_era5_max_wind_r64_km,latent_no_sar_era5_max_wind_image_rmw_km,latent_no_sar_era5_max_wind_image_r34_km,latent_no_sar_era5_max_wind_image_r50_km,latent_no_sar_era5_max_wind_image_r64_km,latent_no_sar_era5_max_wind_radii_max_wind_ms,latent_no_sar_era5_max_wind_radii_eye_size_km,latent_no_sar_era5_max_wind_radii_rmw_km,latent_no_sar_era5_max_wind_radii_r34_km,latent_no_sar_era5_max_wind_radii_r50_km,latent_no_sar_era5_max_wind_radii_r64_km,latent_no_sar_era5_max_wind_radii_image_rmw_km,latent_no_sar_era5_max_wind_radii_image_r34_km,latent_no_sar_era5_max_wind_radii_image_r50_km,latent_no_sar_era5_max_wind_radii_image_r64_km,era5_max_wind_ms,era5_valid_timestamp
AL082025:geo:785f004e96103cf9,AL082025,Humberto,val,2025-09-29 10:20:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929102019_AL082025_[+27.278deg_-67.150deg]_512_patch.nc,27.26817426340861,-67.14216335152379,63.735705636296295,4,-1.9942802729629605,False,2025-09-29T09:00:00+00:00,2025-09-29T12:00:00+00:00,,37.04,250.64462110308315,134.10667181079162,88.80769515462204,True,,47.93122100830078,2.0,55.34388732910156,7.412667274475098,3.0,42.79151916503906,2.0,47.70947265625,,,,,,5.0,200.33098242396545,112.472878460245,73.96485727851558,46.52336502075195,4.0746378898620605,55.522682189941406,216.56202697753903,114.72237396240234,69.07176971435547,5.0,200.33098242396545,112.472878460245,73.96485727851558,50.00189208984375,,,,,,5.0,189.40434930417524,100.07008587639474,40.181938025108565,62.11354064941406,4.033448219299316,26.57832908630371,250.7250823974609,125.2690658569336,69.8084716796875,15.0,197.6725322097727,118.31509049854716,67.5271567558089,53.98665618896485,,,,,,,,,,58.99045944213867,4.006617069244385,39.14453506469727,269.3033447265625,132.71875,76.28277587890625,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:812bb270937f56dc,AL082025,Humberto,val,2025-09-29 10:30:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929103019_AL082025_[+27.300deg_-67.166deg]_512_patch.nc,27.28993986837941,-67.15843841865917,63.79286608074074,4,-1.794218717407411,False,2025-09-29T09:00:00+00:00,2025-09-29T12:00:00+00:00,,37.04,250.9055707229789,134.39894882390968,88.97481788667751,True,,47.524600982666016,2.0,54.93661117553711,7.412011623382568,3.0,44.70529174804688,2.0,47.302833557128906,,,,,,5.0,200.32060729467096,113.98271075635256,74.88217159997363,46.11739730834961,4.074609756469727,55.49714660644531,216.45620727539065,114.66722869873048,69.03939056396484,5.0,200.32060729467096,113.98271075635256,74.88217159997363,49.92223358154297,,,,,,5.0,187.66841113710916,96.680445869669,38.23368069676831,61.70523071289063,4.033205986022949,26.38564682006836,248.09014892578125,123.9587860107422,69.09915924072266,15.0,197.12531606699216,115.31638480115812,67.60315434967153,53.00212860107422,,,,,,,,,,58.26767349243164,4.006827831268311,38.88858413696289,264.92352294921875,130.51466369628906,75.09040832519531,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:0565027ae7d03ecc,AL082025,Humberto,val,2025-09-29 10:40:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929104019_AL082025_[+27.323deg_-67.182deg]_512_patch.nc,27.31197177583909,-67.17451892318763,63.85002652518519,4,-1.5941571618518535,False,2025-09-29T09:00:00+00:00,2025-09-29T12:00:00+00:00,,37.04,251.16677607682476,134.6915740455313,89.14236952090623,True,,47.397499084472656,2.0,54.809852600097656,7.412353992462158,3.0,44.34651184082031,2.0,47.17571258544922,,,,,,5.0,200.13491300022892,115.07057518844604,75.31418541326563,45.99090194702149,4.074585914611816,55.47318649291992,216.35694885253903,114.61548614501952,69.0090103149414,5.0,200.13491300022892,115.07057518844604,75.31418541326563,49.604679107666016,,,,,,5.0,186.46713260059963,94.06854314309476,36.001552432469914,60.54906845092773,4.0334343910217285,27.638866424560547,246.1631622314453,122.71231842041016,68.7402114868164,25.0,196.52077057045423,112.15397262778208,66.86349332736678,50.61111831665039,,,,,,,,,,58.423587799072266,4.006680488586426,37.59326553344727,261.81805419921875,129.159912109375,74.121337890625,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:2bea8705ac246e1b,AL082025,Humberto,val,2025-09-29 10:50:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929105019_AL082025_[+27.345deg_-67.198deg]_512_patch.nc,27.334294877270576,-67.19044106772424,63.90718696962964,4,-1.3940956062962897,False,2025-09-29T09:00:00+00:00,2025-09-29T12:00:00+00:00,,37.04,251.4282363675852,134.984545211073,89.31034764336864,True,,47.23787689208984,2.0,54.65114974975586,7.413272380828857,3.0,42.22108840942383,1.0,47.01608276367188,,,,,,5.0,199.77055020719283,115.98428917639518,75.25495552061112,45.83223342895508,4.074549674987793,55.43558883666992,216.2010955810547,114.5342788696289,68.96131134033203,5.0,199.77055020719283,115.98428917639518,75.25495552061112,49.07856750488281,,,,,,5.0,185.7342608990708,92.40678635116524,34.95836629021584,60.39189529418945,4.03416109085083,29.075746536254883,249.78396606445312,124.26956939697266,69.8482666015625,35.0,196.2767965564071,108.80689265771208,65.94243209676154,48.23310852050781,,,,,,,,,,57.34242630004883,4.007152080535889,38.51370620727539,259.1976623535156,127.64309692382812,73.53291320800781,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:05fba58b557140e9,AL082025,Humberto,val,2025-09-29 11:00:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929110019_AL082025_[+27.368deg_-67.214deg]_512_patch.nc,27.35693406415676,-67.206241054884,63.96434741407408,4,-1.194034050740747,False,2025-09-29T09:00:00+00:00,2025-09-29T12:00:00+00:00,,37.04,251.6899508007604,135.27786007290325,89.4787498521305,True,,46.997589111328125,2.0,54.41263961791992,7.415049076080322,3.0,42.05821990966797,1.0,46.7757682800293,,,,,,5.0,199.6361073776105,116.63992441843392,74.77201968278187,45.5933723449707,4.074490070343018,55.37986755371094,215.9701690673828,114.4139404296875,68.8906478881836,5.0,199.6361073776105,116.63992441843392,74.77201968278187,48.74061584472656,,,,,,5.0,185.1124911766058,91.31694481260952,34.47872253775533,59.056427001953125,4.034221172332764,30.15570831298828,246.4260711669922,122.32503509521484,69.09777069091797,35.0,196.4075180171617,107.49920515027424,65.16228881250902,47.81636047363281,,,,,,,,,,56.45520782470703,4.007492065429688,38.87548065185547,255.8562774658203,125.8563003540039,72.68434143066406,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:089d4b1276db7d5e,AL082025,Humberto,val,2025-09-29 11:10:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929111019_AL082025_[+27.391deg_-67.229deg]_512_patch.nc,27.37991422798056,-67.22195508728197,64.02150785851852,4,-0.99397249518519,False,2025-09-29T09:00:00+00:00,2025-09-29T12:00:00+00:00,,37.04,251.95191858438085,135.5715164002166,89.64757375726427,True,,46.64604187011719,2.0,54.0635871887207,7.417543888092041,3.0,42.26024627685547,1.0,46.4242057800293,,,,,,5.0,199.2576909983368,117.00924676750644,74.21635404736655,45.24362182617188,4.074414253234863,55.30952072143555,215.6786651611328,114.26203155517578,68.80142974853516,5.0,199.2576909983368,117.00924676750644,74.21635404736655,48.67163848876953,,,,,,5.0,185.0146592582971,90.51054604540862,34.17919747444284,56.81073760986328,4.035027027130127,33.46003723144531,245.3295135498047,121.07826232910156,69.19151306152344,35.0,196.34477606196688,106.87276455740144,64.31222546508505,47.49288940429688,,,,,,,,,,55.85294723510742,4.007623672485352,38.01265335083008,250.2323455810547,123.1186981201172,71.08348083496094,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:f3383091f7f079ff,AL082025,Humberto,val,2025-09-29 11:20:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929112019_AL082025_[+27.415deg_-67.245deg]_512_patch.nc,27.403260260224897,-67.2376193675332,64.07866830296297,4,-0.793910939629626,False,2025-09-29T09:00:00+00:00,2025-09-29T12:00:00+00:00,,37.04,252.21413892900264,135.86551197890813,89.81681698084908,True,,46.59538650512695,2.0,54.01628112792969,7.42089319229126,3.0,42.316802978515625,1.0,46.37354278564453,,,,,,5.0,198.89961697532377,117.789584899756,73.44673733873498,45.19419860839844,4.07435941696167,55.26128387451172,215.4788055419922,114.15789031982422,68.7402572631836,5.0,198.89961697532377,117.789584899756,73.44673733873498,48.75965881347656,,,,,,5.0,184.7072418145668,89.83904851530048,34.73003495450622,56.44502639770508,4.035258293151856,34.12551498413086,245.5362091064453,121.04618072509766,69.32111358642578,35.0,196.4581332469332,106.77822124708466,64.15135461731872,47.64312744140625,,,,,,,,,,55.898719787597656,4.007418632507324,36.429107666015625,245.6714630126953,121.06236267089844,69.68289184570312,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:942050a66908be11,AL082025,Humberto,val,2025-09-29 11:30:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929113019_AL082025_[+27.438deg_-67.261deg]_512_patch.nc,27.42699705237267,-67.25327009825276,64.13582874740742,4,-0.593849384074062,False,2025-09-29T09:00:00+00:00,2025-09-29T12:00:00+00:00,,37.04,252.4766110477016,136.15984461144876,89.98647715696926,True,,46.53035736083984,2.0,53.9550895690918,7.424732685089111,3.0,41.78133392333984,1.0,46.30852508544922,,,,,,5.0,198.58411623334263,118.32583119335816,73.21219169152766,45.13019180297852,4.07431697845459,55.221134185791016,215.3124084472656,114.0711898803711,68.68934631347656,5.0,198.58411623334263,118.32583119335816,73.21219169152766,48.95938873291016,,,,,,5.0,184.58602827010324,89.83046672918366,35.56027860022522,57.36124038696289,4.03485107421875,32.659263610839844,245.61831665039065,121.39266204833984,69.17311096191406,35.0,196.5775185761351,106.66145124784975,64.46800275215267,47.53759765625,,,,,,,,,,54.56902313232422,4.007946491241455,37.30984115600586,241.6585235595703,118.83075714111328,68.7088623046875,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:c892cce36bb17c48,AL082025,Humberto,val,2025-09-29 11:40:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929114019_AL082025_[+27.463deg_-67.276deg]_512_patch.nc,27.451149495906787,-67.26894348205563,64.19298919185185,4,-0.3937878285185263,False,2025-09-29T09:00:00+00:00,2025-09-29T12:00:00+00:00,,37.04,252.73933415606876,136.45451211676124,90.1565519317114,True,,46.53118133544922,2.0,53.96005630493164,7.428876399993896,3.0,41.4848518371582,1.0,46.30934143066406,,,,,,5.0,198.23509701798284,119.33305239855194,73.29099599785927,45.131195068359375,4.07431697845459,55.21394729614258,215.2826232910156,114.05570220947266,68.68024444580078,5.0,198.23509701798284,119.33305239855194,73.29099599785927,48.98281097412109,,,,,,5.0,184.34847583851567,89.69524354901425,36.16082400233411,57.864505767822266,4.034473419189453,31.598955154418945,244.87786865234372,121.23323822021484,68.85758972167969,45.0,196.63869182107908,106.66300174036417,64.48618590032943,47.59638214111328,,,,,,,,,,53.96941375732422,4.008135318756104,37.09181213378906,237.98568725585935,116.9771728515625,67.69873809814453,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:cffede60aae83d65,AL082025,Humberto,val,2025-09-29 11:50:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929115019_AL082025_[+27.488deg_-67.292deg]_512_patch.nc,27.47574248231018,-67.28467572155691,64.2501496362963,4,-0.1937262729629623,False,2025-09-29T09:00:00+00:00,2025-09-29T12:00:00+00:00,,37.04,253.00230747220465,136.74951233009654,90.32703896315988,True,,46.5589485168457,2.0,53.9926872253418,7.433739185333252,3.0,40.93169784545898,1.0,46.33710479736328,,,,,,5.0,198.1548212924684,120.01346951307762,73.45585780439012,45.15930938720703,4.074308395385742,55.20013046264648,215.22540283203125,114.02589416503906,68.66275024414062,5.0,198.1548212924684,120.01346951307762,73.45585780439012,48.776214599609375,,,,,,5.0,183.8648081327499,89.60308277349229,36.68338607659416,58.2746696472168,4.034269332885742,30.942699432373047,244.9108428955078,121.38623046875,68.79043579101562,45.0,196.84767267127592,107.2101920336376,64.67958611823299,47.450679779052734,,,,,,,,,,52.70326232910156,4.0087761878967285,38.888370513916016,237.0666046142578,116.17153930664062,67.66006469726562,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:918210a18e003ff3,AL082025,Humberto,val,2025-09-29 12:00:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929120019_AL082025_[+27.513deg_-67.308deg]_512_patch.nc,27.50080090274661,-67.30050301914208,64.30097479814815,4,-0.0045252018518482,False,2025-09-29T12:00:00+00:00,2025-09-29T15:00:00+00:00,,37.04,253.26433895619087,137.03548591514536,90.48968407254816,True,,46.67851257324219,2.0,54.11728286743164,7.438771724700928,3.0,40.51841735839844,1.0,46.456668853759766,,,,,,5.0,198.00949780161656,120.62961228306148,73.55154894173289,45.278785705566406,4.074332237243652,55.20277786254883,215.2363739013672,114.03165435791016,68.66613006591797,5.0,198.00949780161656,120.62961228306148,73.55154894173289,47.92268371582031,,,,,,5.0,183.4277053058574,89.62421864457757,36.436353941527855,57.397552490234375,4.0345377922058105,32.13185119628906,244.16038513183597,120.75577545166016,68.73069763183594,45.0,196.5307218073937,107.6124229788359,64.2604575763451,48.07964324951172,,,,,,,,,,51.617584228515625,4.009243488311768,39.87760543823242,234.61582946777344,114.7274169921875,67.12103271484375,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:24a6c2aa10b28f6e,AL082025,Humberto,val,2025-09-29 12:10:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929121019_AL082025_[+27.539deg_-67.324deg]_512_patch.nc,27.526338614620112,-67.31645364083981,64.15807368703705,4,-0.1474263129629491,False,2025-09-29T12:00:00+00:00,2025-09-29T15:00:00+00:00,,37.04,253.4902290572044,137.03548591514536,90.40026918000063,True,,47.15679550170898,2.0,54.6004753112793,7.443679332733154,3.0,40.464317321777344,1.0,46.93495559692383,,,,,,5.0,197.90201897902847,120.85316629521364,73.33595477234532,45.75648498535156,4.074376106262207,55.22508239746094,215.3289337158203,114.07990264892578,68.69446563720703,5.0,197.90201897902847,120.85316629521364,73.33595477234532,47.71217346191406,,,,,,5.0,183.21467068330972,89.80110371486953,36.39829658377453,56.98261260986328,4.034567832946777,32.50156784057617,243.20416259765625,120.18938446044922,68.52233123779297,45.0,196.6112281069116,108.15321808057554,64.17692108037917,48.228477478027344,,,,,,,,,,51.72509765625,4.009113311767578,39.09745407104492,232.7849884033203,113.92564392089844,66.53689575195312,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:8a8aa609a948979a,AL082025,Humberto,val,2025-09-29 12:20:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929122019_AL082025_[+27.565deg_-67.340deg]_512_patch.nc,27.552329335814584,-67.33252698114597,64.01517257592593,4,-0.2903274240740643,False,2025-09-29T12:00:00+00:00,2025-09-29T15:00:00+00:00,,37.04,253.71643959569903,137.03548591514536,90.31100019697156,True,,47.37177276611328,2.0,54.82010269165039,7.448330402374268,3.0,39.41888427734375,1.0,47.14993667602539,,,,,,5.0,197.87772080310344,121.05948998154298,72.84114889202172,45.97253036499024,4.074330806732178,55.18281936645508,215.1538543701172,113.9886703491211,68.6408920288086,5.0,197.87772080310344,121.05948998154298,72.84114889202172,47.60040283203125,,,,,,5.0,183.17658244289743,90.0189917739568,37.12269657547896,58.46947860717773,4.033852577209473,30.10294342041016,243.27838134765625,120.72438049316406,68.26493835449219,45.0,197.175675311152,108.6269916041826,64.35163051392561,48.43373107910156,,,,,,,,,,53.38046646118164,4.008330345153809,36.5536994934082,233.3930511474609,114.7098388671875,66.40789794921875,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:6e11a3e1065992e2,AL082025,Humberto,val,2025-09-29 12:30:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929123019_AL082025_[+27.591deg_-67.356deg]_512_patch.nc,27.57873765926977,-67.34871587117152,63.872271464814816,4,-0.4332285351851794,False,2025-09-29T12:00:00+00:00,2025-09-29T15:00:00+00:00,,37.04,253.94296971534467,137.03548591514536,90.22187755656633,True,,47.47278594970703,2.0,54.9256477355957,7.45286226272583,3.0,39.29891204833984,1.0,47.25095748901367,,,,,,5.0,197.82118249354468,121.09864612016024,72.60581195965811,46.0748291015625,4.074275970458984,55.131954193115234,214.9431304931641,113.87884521484376,68.57640075683594,5.0,197.82118249354468,121.09864612016024,72.60581195965811,47.636756896972656,,,,,,5.0,183.1389653462496,90.29275320659686,37.93402646131348,59.93784713745117,4.0328450202941895,27.07980728149414,241.3316802978516,120.35224151611328,67.40889739990234,35.0,197.81248741876175,109.28797934875324,64.91919460657682,49.030418395996094,,,,,,,,,,55.35063934326172,4.007340908050537,33.02239990234375,232.61154174804688,114.965576171875,65.80223083496094,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:39d33ab8e668eb79,AL082025,Humberto,val,2025-09-29 12:40:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929124019_AL082025_[+27.618deg_-67.373deg]_512_patch.nc,27.60552817792541,-67.36501314202735,63.7293703537037,4,-0.5761296462962946,False,2025-09-29T12:00:00+00:00,2025-09-29T15:00:00+00:00,,37.04,254.16981856165637,137.03548591514536,90.13290169289196,True,,47.69145584106445,2.0,55.14850234985352,7.457046031951904,3.0,39.5150032043457,1.0,47.46964263916016,,,,,,5.0,197.77644367775903,120.83218207050209,72.15807005918047,46.29533004760742,4.074188232421875,55.06000900268555,214.6449279785156,113.72344207763672,68.48515319824219,5.0,197.77644367775903,120.83218207050209,72.15807005918047,47.65779113769531,,,,,,5.0,183.0128193385173,90.60544399678214,38.85851981238614,60.02029800415039,4.032458305358887,26.189571380615234,239.00755310058597,119.34481048583984,66.70046997070312,45.0,198.21089534091615,109.70100810933556,65.24567395780866,49.195068359375,,,,,,,,,,56.166725158691406,4.00694751739502,31.519975662231445,232.1832427978516,115.0287094116211,65.52523803710938,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:b02a5e8f0010e66b,AL082025,Humberto,val,2025-09-29 12:50:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929125019_AL082025_[+27.646deg_-67.389deg]_512_patch.nc,27.63266548472129,-67.38141162482447,63.58646924259259,4,-0.7190307574074026,False,2025-09-29T12:00:00+00:00,2025-09-29T15:00:00+00:00,,37.04,254.39698528199705,137.03548591514536,90.04407304105489,True,,47.90901565551758,2.0,55.36986923217773,7.460854053497314,3.0,40.02330780029297,1.0,47.68721389770508,,,,,,5.0,197.86121837723584,120.40680175997036,71.65328009012552,46.51372146606445,4.074138164520264,55.027870178222656,214.51165771484372,113.65399169921876,68.44437408447266,5.0,197.86121837723584,120.40680175997036,71.65328009012552,47.90403747558594,,,,,,5.0,182.74971519064533,91.3869699932811,39.534263403722655,59.52264022827149,4.03227424621582,26.171470642089844,236.46311950683597,118.04448699951172,66.03484344482422,45.0,198.37584323920052,110.12158408651776,65.3751136884787,49.15445709228516,,,,,,,,,,55.2674560546875,4.007424831390381,32.58817672729492,230.92172241210935,114.18528747558594,65.31808471679688,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:cb65fee02a6bfb00,AL082025,Humberto,val,2025-09-29 13:00:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929130019_AL082025_[+27.673deg_-67.406deg]_512_patch.nc,27.66011417259712,-67.39790415067374,63.44356813148148,4,-0.8619318685185178,False,2025-09-29T12:00:00+00:00,2025-09-29T15:00:00+00:00,,37.04,254.62446902557957,137.03548591514536,89.95539203715896,True,,48.22509765625,2.0,55.68942642211914,7.464327335357666,3.0,40.21764755249024,1.0,48.00331115722656,,,,,,5.0,197.94540965323787,119.92470891876783,71.01767561207053,46.83115768432617,4.074063777923584,54.97534942626953,214.29405212402344,113.5405502319336,68.37775421142578,5.0,197.94540965323787,119.92470891876783,71.01767561207053,48.27574920654297,,,,,,5.0,182.5864045908092,92.89855156525569,39.658342210069,60.16569137573242,4.031727313995361,24.579198837280277,234.7761993408203,117.50873565673828,65.41156005859375,45.0,198.5739461890282,110.62999783213364,66.46292234480129,49.40930938720703,,,,,,,,,,54.583595275878906,4.007773399353027,33.34117889404297,229.77902221679688,113.4603500366211,65.10428619384766,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:63bd1dd118addf60,AL082025,Humberto,val,2025-09-29 13:10:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929131019_AL082025_[+27.701deg_-67.422deg]_512_patch.nc,27.68783883449267,-67.41448355068611,63.300667020370376,4,-1.0048329796296187,False,2025-09-29T12:00:00+00:00,2025-09-29T15:00:00+00:00,,37.04,254.85226894346945,137.03548591514536,89.866859118303,True,,48.318115234375,2.0,55.785457611083984,7.467341423034668,3.0,40.16549682617188,1.0,48.096336364746094,,,,,,5.0,197.8939094643684,119.43748638755424,70.33798296127814,46.924766540527344,4.074024200439453,54.95277786254883,214.2006072998047,113.49182891845705,68.34913635253906,5.0,197.8939094643684,119.43748638755424,70.33798296127814,48.59952545166016,,,,,,5.0,182.7130969739127,94.60137283891716,39.78206417651979,59.83366775512695,4.031799793243408,25.070558547973636,234.6302947998047,117.3323745727539,65.43083190917969,35.0,199.21067981462232,111.47930478091764,66.62513545062332,49.51105117797852,,,,,,,,,,54.48423385620117,4.007770538330078,32.56505584716797,226.9451141357422,112.14787292480467,64.26435852050781,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:4ec8f5d95edbf1e6,AL082025,Humberto,val,2025-09-29 13:20:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929132019_AL082025_[+27.729deg_-67.439deg]_512_patch.nc,27.715804063347694,-67.43114265597256,63.15776590925925,4,-1.147734090740741,False,2025-09-29T12:00:00+00:00,2025-09-29T15:00:00+00:00,,37.04,255.08038418858672,137.03548591514536,89.77847472257872,True,,47.89019012451172,2.0,55.360111236572266,7.469919681549072,3.0,40.25326156616211,1.0,47.66840362548828,,,,,,5.0,197.9722293053272,118.68739072590267,69.56525578652976,46.49843597412109,4.073934555053711,54.89133834838867,213.94602966308597,113.35913848876952,68.27120971679688,5.0,197.9722293053272,118.68739072590267,69.56525578652976,48.06191253662109,,,,,,5.0,183.04625222339044,96.3788624393454,39.33168332992744,57.51803207397461,4.032907485961914,28.965654373168945,235.0106658935547,116.72216033935548,65.97611999511719,45.0,199.7171057671885,112.6611224312323,64.63003804335708,47.89244079589844,,,,,,,,,,54.54053497314453,4.007689952850342,31.74360466003418,224.7549285888672,111.17586517333984,63.59188461303711,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:5d26294b1129c631,AL082025,Humberto,val,2025-09-29 13:30:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929133019_AL082025_[+27.757deg_-67.456deg]_512_patch.nc,27.74397445210193,-67.44787429764396,63.01486479814815,4,-1.290635201851842,False,2025-09-29T12:00:00+00:00,2025-09-29T15:00:00+00:00,,37.04,255.3088139157087,137.03548591514536,89.69023928906823,True,,47.6331672668457,2.0,55.1053466796875,7.472177982330322,3.0,39.82861328125,1.0,47.4113883972168,,,,,,5.0,198.23140046691677,118.41109579331057,69.79285400075919,46.24168395996094,4.073910713195801,54.88147735595703,213.90516662597656,113.33783721923828,68.25869750976562,5.0,198.23140046691677,118.41109579331057,69.79285400075919,48.067230224609375,,,,,,5.0,183.1307255472216,98.317658720996,39.23446553692205,57.35053634643555,4.032736778259277,28.739730834960938,233.4756317138672,115.98229217529295,65.54934692382812,45.0,200.24213179357105,113.84085759072374,64.72557566181153,48.38032531738281,,,,,,,,,,55.05172729492188,4.007402896881104,30.494443893432617,223.54849243164065,110.7898178100586,63.1338996887207,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
AL082025:geo:0266dfdf829f6ae4,AL082025,Humberto,val,2025-09-29 13:40:19+00:00,ABI,/work/code/geo2wf/inference/inf_data/goes-east/AL082025/20250929134019_AL082025_[+27.786deg_-67.473deg]_512_patch.nc,27.772314593695132,-67.46467130681125,62.871963687037045,4,-1.43353631296295,False,2025-09-29T12:00:00+00:00,2025-09-29T15:00:00+00:00,,37.04,255.5375572814716,137.03548591514536,89.60215325784175,True,,47.432037353515625,2.0,54.906192779541016,7.474153995513916,3.0,40.25528717041016,1.0,47.21025848388672,,,,,,5.0,198.6259790165453,118.27082529149818,70.86477010028375,46.040157318115234,4.073919296264648,54.89805221557617,213.97373962402344,113.37357330322266,68.27967834472656,5.0,198.6259790165453,118.27082529149818,70.86477010028375,47.9940185546875,,,,,,5.0,182.82626569709063,100.05323934410968,38.54638865426677,57.5707893371582,4.0325446128845215,28.11595726013184,232.6693115234375,115.6977996826172,65.26856994628906,45.0,200.54379229312696,115.30777196115562,65.23215666766268,48.757659912109375,,,,,,,,,,55.15775680541992,4.0074334144592285,30.799903869628903,225.00755310058597,111.4854507446289,63.55985641479492,,,,,30.077658279387336,2025-09-29T12:00:00+00:00
